review_id,rating,entity_text,entity_label,entity_description
139,2,A few years later,DATE,Absolute or relative dates or periods
139,2,Amazon.com,ORG,"Companies, agencies, institutions, etc."
139,2,less than 5,CARDINAL,Numerals that do not fall under another type
139,2,Henry,PERSON,"People, including fictional"
139,2,40 year old,DATE,Absolute or relative dates or periods
139,2,14,CARDINAL,Numerals that do not fall under another type
139,2,3,CARDINAL,Numerals that do not fall under another type
139,2,Henry,PERSON,"People, including fictional"
139,2,Henry,PERSON,"People, including fictional"
139,2,19 years old,DATE,Absolute or relative dates or periods
139,2,Henry Dog`s,PERSON,"People, including fictional"
140,2,Henry Dog,PERSON,"People, including fictional"
140,2,two,CARDINAL,Numerals that do not fall under another type
140,2,Henry Dogs,PERSON,"People, including fictional"
140,2,Walt Disney World,ORG,"Companies, agencies, institutions, etc."
140,2,second,ORDINAL,"""first"", ""second"", etc."
140,2,Henry,PERSON,"People, including fictional"
140,2,six years old,DATE,Absolute or relative dates or periods
140,2,almost 40 years ago,DATE,Absolute or relative dates or periods
140,2,Christmas,DATE,Absolute or relative dates or periods
141,2,Snow White,PERSON,"People, including fictional"
141,2,Sinclair,PERSON,"People, including fictional"
142,1,Norma Gregory's,PERSON,"People, including fictional"
144,1,two,CARDINAL,Numerals that do not fall under another type
144,1,ONE foot,QUANTITY,"Measurements, as of weight or distance"
144,1,Amazon,ORG,"Companies, agencies, institutions, etc."
145,1,several years,DATE,Absolute or relative dates or periods
146,1,one,CARDINAL,Numerals that do not fall under another type
146,1,18th-century,DATE,Absolute or relative dates or periods
146,1,Beach Blanket Babylon,ORG,"Companies, agencies, institutions, etc."
146,1,Renaissance,ORG,"Companies, agencies, institutions, etc."
146,1,18th century,DATE,Absolute or relative dates or periods
146,1,The School for Scandal,WORK_OF_ART,"Titles of books, songs, etc."
147,1,first,ORDINAL,"""first"", ""second"", etc."
147,1,Marketplace,ORG,"Companies, agencies, institutions, etc."
147,1,Amazon,ORG,"Companies, agencies, institutions, etc."
148,1,three to four,CARDINAL,Numerals that do not fall under another type
148,1,Classic,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
148,1,1700,DATE,Absolute or relative dates or periods
148,1,one,CARDINAL,Numerals that do not fall under another type
149,1,80s,DATE,Absolute or relative dates or periods
149,1,the Starlite Singers,WORK_OF_ART,"Titles of books, songs, etc."
150,1,80s,DATE,Absolute or relative dates or periods
150,1,"the ""Starlite Singers",PRODUCT,"Objects, vehicles, foods, etc. (not services)"
150,1,one,CARDINAL,Numerals that do not fall under another type
151,1,last November,DATE,Absolute or relative dates or periods
151,1,Amazon,ORG,"Companies, agencies, institutions, etc."
151,1,only one,CARDINAL,Numerals that do not fall under another type
152,1,K-TEL,ORG,"Companies, agencies, institutions, etc."
152,1,80,DATE,Absolute or relative dates or periods
153,2,Sony,ORG,"Companies, agencies, institutions, etc."
153,2,Handycam Rocks,ORG,"Companies, agencies, institutions, etc."
153,2,Sony,ORG,"Companies, agencies, institutions, etc."
153,2,8,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
153,2,mm Handycam,PERSON,"People, including fictional"
153,2,8 mm,QUANTITY,"Measurements, as of weight or distance"
153,2,Sony,ORG,"Companies, agencies, institutions, etc."
154,1,Christmas,DATE,Absolute or relative dates or periods
154,1,first,ORDINAL,"""first"", ""second"", etc."
154,1,nights,TIME,Times smaller than a day
154,1,Christmas day,DATE,Absolute or relative dates or periods
154,1,the day,DATE,Absolute or relative dates or periods
154,1,Sony,ORG,"Companies, agencies, institutions, etc."
155,2,80,CARDINAL,Numerals that do not fall under another type
155,2,Rock Emotion,ORG,"Companies, agencies, institutions, etc."
155,2,Hines,PERSON,"People, including fictional"
155,2,Waving Not Drowning,ORG,"Companies, agencies, institutions, etc."
155,2,3,CARDINAL,Numerals that do not fall under another type
155,2,A&M,ORG,"Companies, agencies, institutions, etc."
155,2,Curious Kind,WORK_OF_ART,"Titles of books, songs, etc."
155,2,one,CARDINAL,Numerals that do not fall under another type
155,2,Rock,PERSON,"People, including fictional"
156,1,200,CARDINAL,Numerals that do not fall under another type
156,1,McBain,ORG,"Companies, agencies, institutions, etc."
157,2,first,ORDINAL,"""first"", ""second"", etc."
157,2,years ago,DATE,Absolute or relative dates or periods
157,2,second,ORDINAL,"""first"", ""second"", etc."
157,2,Dorie,PERSON,"People, including fictional"
158,2,Baseball America,LOC,"Non-GPE locations, mountain ranges, bodies of water"
158,2,Peter Gammons,PERSON,"People, including fictional"
158,2,Tracy Ringolsby,PERSON,"People, including fictional"
158,2,Jayson Stark,PERSON,"People, including fictional"
158,2,the Major Leagues,ORG,"Companies, agencies, institutions, etc."
158,2,Japan,GPE,"Countries, cities, states"
158,2,Baseball America,LOC,"Non-GPE locations, mountain ranges, bodies of water"
158,2,tomorrow 6 years,DATE,Absolute or relative dates or periods
158,2,2 months,DATE,Absolute or relative dates or periods
158,2,10,CARDINAL,Numerals that do not fall under another type
158,2,100,CARDINAL,Numerals that do not fall under another type
158,2,Baseball America,ORG,"Companies, agencies, institutions, etc."
158,2,2 years,DATE,Absolute or relative dates or periods
159,2,Baseball America,ORG,"Companies, agencies, institutions, etc."
159,2,the years,DATE,Absolute or relative dates or periods
160,1,Brand X,ORG,"Companies, agencies, institutions, etc."
160,1,one,CARDINAL,Numerals that do not fall under another type
160,1,Joe Satriani,PERSON,"People, including fictional"
160,1,Al DiMeola,ORG,"Companies, agencies, institutions, etc."
160,1,Phil,PERSON,"People, including fictional"
160,1,the Bruford and Wilding/Bonus,ORG,"Companies, agencies, institutions, etc."
161,2,Titan,GPE,"Countries, cities, states"
161,2,1970,DATE,Absolute or relative dates or periods
161,2,Apollo,ORG,"Companies, agencies, institutions, etc."
161,2,Solar System,ORG,"Companies, agencies, institutions, etc."
161,2,Titan,GPE,"Countries, cities, states"
161,2,Titan,GPE,"Countries, cities, states"
161,2,Titan,GPE,"Countries, cities, states"
161,2,NASA,ORG,"Companies, agencies, institutions, etc."
161,2,Huygens,PERSON,"People, including fictional"
161,2,Saturn,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
161,2,Titan,GPE,"Countries, cities, states"
161,2,Starr,PERSON,"People, including fictional"
161,2,David Starr,PERSON,"People, including fictional"
161,2,Asimov,PERSON,"People, including fictional"
161,2,Titan,GPE,"Countries, cities, states"
162,2,Peek a Fun!,ORG,"Companies, agencies, institutions, etc."
162,2,our one year old,DATE,Absolute or relative dates or periods
162,2,three year old,DATE,Absolute or relative dates or periods
162,2,B - Banana,PERSON,"People, including fictional"
162,2,U - Umbrella,ORG,"Companies, agencies, institutions, etc."
162,2,1,CARDINAL,Numerals that do not fall under another type
162,2,3,CARDINAL,Numerals that do not fall under another type
162,2,two,CARDINAL,Numerals that do not fall under another type
163,2,Alphabet,ORG,"Companies, agencies, institutions, etc."
163,2,two,CARDINAL,Numerals that do not fall under another type
164,1,Twins,PERSON,"People, including fictional"
164,1,Alphabet,ORG,"Companies, agencies, institutions, etc."
164,1,8 months old,DATE,Absolute or relative dates or periods
164,1,years,DATE,Absolute or relative dates or periods
164,1,Fisher Price,ORG,"Companies, agencies, institutions, etc."
165,2,Incrediblocks,NORP,Nationalities or religious or political groups
165,2,6 months,DATE,Absolute or relative dates or periods
165,2,overnight,TIME,Times smaller than a day
166,1,two,CARDINAL,Numerals that do not fall under another type
168,2,hours,TIME,Times smaller than a day
171,2,every penny,MONEY,"Monetary values, including unit"
172,2,80,MONEY,"Monetary values, including unit"
172,2,79.99,MONEY,"Monetary values, including unit"
172,2,about $20,MONEY,"Monetary values, including unit"
173,2,$25 bucks,MONEY,"Monetary values, including unit"
173,2,5-months old,DATE,Absolute or relative dates or periods
173,2,5,CARDINAL,Numerals that do not fall under another type
173,2,only 5 months,DATE,Absolute or relative dates or periods
173,2,a couple of months,DATE,Absolute or relative dates or periods
175,2,California Exotics Waterproof Delights Blue Ballsy,ORG,"Companies, agencies, institutions, etc."
175,2,The California Exotics Waterproof Delights Blue Ballsy,ORG,"Companies, agencies, institutions, etc."
177,2,Mary Getten,PERSON,"People, including fictional"
177,2,1991,DATE,Absolute or relative dates or periods
177,2,Washington State,GPE,"Countries, cities, states"
177,2,Diane C. DonovanCalifornia Bookwatch,PERSON,"People, including fictional"
178,2,Halloween,DATE,Absolute or relative dates or periods
178,2,next year,DATE,Absolute or relative dates or periods
179,1,ed,PERSON,"People, including fictional"
180,1,Molly Myers,PERSON,"People, including fictional"
180,1,Molly Myers,PERSON,"People, including fictional"
180,1,Rachel Corrie,PERSON,"People, including fictional"
180,1,ISM,ORG,"Companies, agencies, institutions, etc."
180,1,ISM,ORG,"Companies, agencies, institutions, etc."
180,1,ISM,ORG,"Companies, agencies, institutions, etc."
180,1,Palestinians,NORP,Nationalities or religious or political groups
180,1,Israelis,NORP,Nationalities or religious or political groups
180,1,Molly,PERSON,"People, including fictional"
181,1,Four,CARDINAL,Numerals that do not fall under another type
182,1,Chrono Trigger OST,PERSON,"People, including fictional"
182,1,3,CARDINAL,Numerals that do not fall under another type
182,1,Caveat Emptor,PERSON,"People, including fictional"
182,1,Chinese,NORP,Nationalities or religious or political groups
182,1,3,CARDINAL,Numerals that do not fall under another type
182,1,FX,ORG,"Companies, agencies, institutions, etc."
182,1,PSCN-5023,GPE,"Countries, cities, states"
183,1,Lucca,GPE,"Countries, cities, states"
183,1,$35 dollars,MONEY,"Monetary values, including unit"
183,1,American,NORP,Nationalities or religious or political groups
184,1,this last night,TIME,Times smaller than a day
184,1,kinda,GPE,"Countries, cities, states"
185,2,Stephen Colletti,PERSON,"People, including fictional"
185,2,Stephen Colletti,PERSON,"People, including fictional"
185,2,Jennifer,PERSON,"People, including fictional"
185,2,Nikki DeLoach,PERSON,"People, including fictional"
185,2,Weekend,DATE,Absolute or relative dates or periods
185,2,Bernie,ORG,"Companies, agencies, institutions, etc."
185,2,Terry,PERSON,"People, including fictional"
187,2,Robert,PERSON,"People, including fictional"
188,2,American,NORP,Nationalities or religious or political groups
189,1,FAMILIARITY,ORG,"Companies, agencies, institutions, etc."
189,1,WEEKEND,PERSON,"People, including fictional"
189,1,BERNIE,ORG,"Companies, agencies, institutions, etc."
189,1,Terry Kiser,PERSON,"People, including fictional"
189,1,Treat Williams,PERSON,"People, including fictional"
189,1,Horror,PERSON,"People, including fictional"
189,1,Michael Berryman,PERSON,"People, including fictional"
189,1,Nikki Deloach,ORG,"Companies, agencies, institutions, etc."
189,1,Jamie Lee Curtis,PERSON,"People, including fictional"
189,1,Stephen Colletti,PERSON,"People, including fictional"
190,1,100,CARDINAL,Numerals that do not fall under another type
190,1,the weekend,DATE,Absolute or relative dates or periods
190,1,Michael Berryman,PERSON,"People, including fictional"
190,1,Maskerade,PERSON,"People, including fictional"
191,2,Genealogy,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
191,2,Genealogy,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
191,2,two,CARDINAL,Numerals that do not fall under another type
191,2,Kovno,PERSON,"People, including fictional"
191,2,one,CARDINAL,Numerals that do not fall under another type
191,2,Holocaust,EVENT,"Named hurricanes, battles, wars, sports events, etc."
191,2,Ilya Gerber,WORK_OF_ART,"Titles of books, songs, etc."
191,2,Alexandra,GPE,"Countries, cities, states"
191,2,Young Writers' Diaries,ORG,"Companies, agencies, institutions, etc."
192,2,Chinese/Eastern,LAW,Named documents made into laws.
193,2,Chinese Medicine,WORK_OF_ART,"Titles of books, songs, etc."
193,2,16 years,DATE,Absolute or relative dates or periods
193,2,San Diego,GPE,"Countries, cities, states"
193,2,Chinese,NORP,Nationalities or religious or political groups
193,2,Nature,GPE,"Countries, cities, states"
194,2,Chinese,NORP,Nationalities or religious or political groups
196,1,Absentia,GPE,"Countries, cities, states"
196,1,Steve Hillage,PERSON,"People, including fictional"
196,1,Todd Rundgren's,PERSON,"People, including fictional"
196,1,Steve,PERSON,"People, including fictional"
197,1,Stiff,ORG,"Companies, agencies, institutions, etc."
197,1,Smells,ORG,"Companies, agencies, institutions, etc."
197,1,4 days,DATE,Absolute or relative dates or periods
197,1,Temperpedic,GPE,"Countries, cities, states"
197,1,my mother years ago,DATE,Absolute or relative dates or periods
198,1,one,CARDINAL,Numerals that do not fall under another type
199,1,at least a year and a half old,DATE,Absolute or relative dates or periods
200,1,Worthless,ORG,"Companies, agencies, institutions, etc."
200,1,First,ORDINAL,"""first"", ""second"", etc."
200,1,BUY,ORG,"Companies, agencies, institutions, etc."
201,1,2 months,DATE,Absolute or relative dates or periods
201,1,2,CARDINAL,Numerals that do not fall under another type
201,1,width,GPE,"Countries, cities, states"
202,1,half,CARDINAL,Numerals that do not fall under another type
202,1,Moshelle,PERSON,"People, including fictional"
203,1,Artec,NORP,Nationalities or religious or political groups
203,1,L'Oreal,ORG,"Companies, agencies, institutions, etc."
203,1,Artec,NORP,Nationalities or religious or political groups
203,1,12/29/07)--it,CARDINAL,Numerals that do not fall under another type
203,1,Artec,NORP,Nationalities or religious or political groups
203,1,L'Oreal Professionel,ORG,"Companies, agencies, institutions, etc."
203,1,Artec,NORP,Nationalities or religious or political groups
203,1,Potion 9,LAW,Named documents made into laws.
203,1,L'Oreal,ORG,"Companies, agencies, institutions, etc."
206,1,many years,DATE,Absolute or relative dates or periods
207,1,5+ years,DATE,Absolute or relative dates or periods
207,1,About 1 year ago,DATE,Absolute or relative dates or periods
208,1,Controlgel,WORK_OF_ART,"Titles of books, songs, etc."
208,1,Textureline,ORG,"Companies, agencies, institutions, etc."
208,1,first,ORDINAL,"""first"", ""second"", etc."
208,1,Controlgel,WORK_OF_ART,"Titles of books, songs, etc."
208,1,Controlgel,WORK_OF_ART,"Titles of books, songs, etc."
208,1,years ago,DATE,Absolute or relative dates or periods
208,1,Controlgel,WORK_OF_ART,"Titles of books, songs, etc."
